ResID;Chinese_Simplified;Chinese_Traditional;Japanese;Korean;English;French;German;Italian;Dutch;Portuguese;Spanish;Swedish;Czech;Danish;Polish;Russian;Turkey;Hebrew;Thai;Hungarian;Romanian;Arabic
m402;提醒;提醒;リマインダ;提醒;Reminder;提醒;提醒
m403;间隔提醒;間隔提醒;間隔リマインダ;间隔提醒;Interval reminder;间隔提醒;间隔提醒
m404;心率提醒;心率提醒;心拍数リマインダ;心率提醒;Heart rate reminder;心率提醒;心率提醒
m405;训练效果;訓練效果;訓練効果;训练效果;Training effect;训练效果;训练效果
m406;无提醒;無提醒;リマインダなし;无提醒;No reminder;无提醒;无提醒
m407;心率范围;心率範圍;心拍数範囲;心率范围;Heart rate range;心率范围;心率范围
m408;高效燃脂;高效燃脂;こうりつねんしょうグリース;高效燃脂;High efficiency fat burning;高效燃脂;高效燃脂
m409;心肺提示;心肺提示;心肺提示;心肺提示;Cardiopulmonary cues;心肺提示;心肺提示
m410;恢复训练;恢復訓練;回復訓練;恢复训练;Recovery training;恢复训练;恢复训练
m411;自定义;自定義;カスタマイズ;自定义;Custom;自定义;自定义
m412;泳池长度;泳池長度;プール長;泳池长度;Pool length;泳池长度;泳池长度
m413;自动分段;自動分段;自動分割;自动分段;Automatic segmentation;自动分段;自动分段
m414;门课程;門課程;教科;门课程;Course;门课程;门课程
m415;定位中...;定位中...;配置中...;定位中...;Positioning...;定位中...;定位中...
m416;准备就绪;準備就緒;準備完了;准备就绪;Ready;准备就绪;准备就绪
m417;请在空旷处继续等待;請在空曠處繼續等待;空いているところで待っていてください;请在空旷处继续等待;Please continue to wait in the open space.;请在空旷处继续等待;请在空旷处继续等待
m418;单击下键开始运动;單擊下鍵開始運動;下をクリックしてモーションを開始;单击下键开始运动;Click the down key to start the movement.;单击下键开始运动;单击下键开始运动
m419;户外跑步;戶外跑步;アウトドアランニング;户外跑步;Outdoor running;户外跑步;户外跑步
m420;室内跑步;室內跑步;インドアランニング;室内跑步;Indoor running;室内跑步;室内跑步
m421;户外步行;戶外步行;屋外歩行;户外步行;Outdoor walking;户外步行;户外步行
m422;室内步行;室內步行;屋内歩行;室内步行;Indoor walking;室内步行;室内步行
m423;户外骑行;戶外騎行;屋外サイクリング;户外骑行;Outdoor riding;户外骑行;户外骑行
m424;室内单车;室內單車;室内自転車;室内单车;Indoor bicycle;室内单车;室内单车
m425;泳池游泳;泳池游泳;プールで泳ぐ;泳池游泳;Swimming pool;泳池游泳;泳池游泳
m426;登山;登山;山に登る;登山;Mountaineering;登山;登山
m427;徒步;徒步;徒歩;徒步;Hiking;徒步;徒步
m428;越野跑;越野跑;クロスカントリー;越野跑;Cross-country running;越野跑;越野跑
m429;自由训练;自由訓練;じゆう訓練;自由训练;Free training;自由训练;自由训练
m430;距离;距離;距離;距离;Distance;距离;距离
m431;时间;時間;時間;时间;Time;时间;时间
m432;热量;熱量;熱量;热量;Heat;热量;热量
m433;无目标;無目標;目標なし;无目标;No goal;无目标;无目标
m434;0;0;0;0;0;0;0
m435;1;1;1;1;1;1;1
m436;2;2;2;2;2;2;2
m437;3;3;3;3;3;3;3
m438;4;4;4;4;4;4;4
m439;5;5;5;5;5;5;5
m440;6;6;6;6;6;6;6
m441;7;7;7;7;7;7;7
m442;8;8;8;8;8;8;8
m443;9;9;9;9;9;9;9
m444;分钟;分鐘;分;分钟;Minutes;分钟;分钟
m445;公里;公里;キロ;公里;Kilometer;公里;公里
m446;千卡;千卡;キロカロリー;千卡;Kcal;千卡;千卡
m447;自定义;自定義;カスタマイズ;自定义;Custom;自定义;自定义
m448;无目标;無目標;目標なし;无目标;No goal;无目标;无目标
m449;半马;半馬;半馬;半马;Half horse;半马;半马
m450;全马;全馬;全馬;全马;All horse;全马;全马
m451;点击开始;點擊開始;クリックして開始;点击开始;Click Start;点击开始;点击开始
m452;1分钟;1分鐘;1分;1分钟;1 min;1分钟;1分钟
m453;2分钟;2分鐘;2分;2分钟;2 minutes;2分钟;2分钟
m454;3分钟;3分鐘;3分;3分钟;3 minutes;3分钟;3分钟
m455;稍快;稍快;いささか速い;稍快;Slightly faster;稍快;稍快
m456;舒缓;舒緩;ゆっくり;舒缓;Soothing;舒缓;舒缓
m457;缓慢;緩慢;緩慢;缓慢;Slow;缓慢;缓慢
m458;呼吸时长;呼吸時長;呼吸時間;呼吸时长;Breathing duration;呼吸时长;呼吸时长
m459;呼吸节奏;呼吸節奏;呼吸リズム;呼吸节奏;Breathing rhythm;呼吸节奏;呼吸节奏
m460;稍快;稍快;いささか速い;稍快;Slightly faster;稍快;稍快
m461;舒缓;舒緩;ゆっくり;舒缓;Soothing;舒缓;舒缓
m462;缓慢;緩慢;緩慢;缓慢;Slow;缓慢;缓慢
m463;次/分;次/分;サブ/サブ;次/分;Times/minute;次/分;次/分
m464;次/分;次/分;サブ/サブ;次/分;Times/minute;次/分;次/分
m465;呼吸前心率;呼吸前心率;前呼吸心拍数;呼吸前心率;Prerespiratory heart rate;呼吸前心率;呼吸前心率
m466;训练时长;訓練時長;訓練時間;训练时长;Training duration;训练时长;训练时长
m467;本次呼吸训练表现;本次呼吸訓練表現;今回の呼吸訓練は;本次呼吸训练表现;Performance of this respiratory training;本次呼吸训练表现;本次呼吸训练表现
m468;一般，多加努力;一般，多加努力;普通、もっと努力して;一般，多加努力;In general, work harder;一般，多加努力;一般，多加努力
m469;一般;一般;一般;一般;General;一般;一般
m470;勿扰;勿擾;邪魔しないで;勿扰;Do not disturb;勿扰;勿扰
m471;亮屏;亮屏;明るい画面;亮屏;Bright screen;亮屏;亮屏
m472;找手机;找手機;携帯電話を探す;找手机;Looking for a cell phone;找手机;找手机
m473;闹钟;鬧鐘;目覚まし時計;闹钟;Alarm clock;闹钟;闹钟
m474;设置;設置;設定;设置;Settings;设置;设置
m475;星期一;星期一;月曜日;星期一;Monday;星期一;星期一
m476;星期二;星期二;火曜日;星期二;Tuesday;星期二;星期二
m477;星期三;星期三;水曜日;星期三;Wednesday;星期三;星期三
m478;星期四;星期四;木曜日;星期四;Thursday;星期四;星期四
m479;星期五;星期五;金曜日;星期五;Friday;星期五;星期五
m480;星期六;星期六;土曜日;星期六;Saturday;星期六;星期六
m481;星期日;星期日;日曜日;星期日;Sunday;星期日;星期日
m482;屏幕将常亮;螢幕將常亮;画面が常時点灯;屏幕将常亮;The screen will always be on;屏幕将常亮;屏幕将常亮
m483;亮屏时刻已关闭;亮屏時刻已關閉;ハイライト表示がオフになっています;亮屏时刻已关闭;The bright screen is closed;亮屏时刻已关闭;亮屏时刻已关闭
m484;勿扰模式已开启;勿擾模式已開啟;スクランブルなしモードがオンになっています;勿扰模式已开启;Do not disturb mode is turned on;勿扰模式已开启;勿扰模式已开启
m485;勿扰模式已关闭;勿擾模式已關閉;シャットダウンモードがオフになりました;勿扰模式已关闭;Do not disturb mode is turned off;勿扰模式已关闭;勿扰模式已关闭
m486;抬腕不亮屏;抬腕不亮屏;腕を上げて画面を明るくしない;抬腕不亮屏;Wrist lift does not shine;抬腕不亮屏;抬腕不亮屏
m487;   ;   ;;   ;   ;   ;   
m488;开启后，来电和通知;開啟後，來電和通知;オンにすると、着信と通知;开启后，来电和通知;After opening, incoming calls and notifications;开启后，来电和通知;开启后，来电和通知
m489;不震动，抬腕不亮;不震動，抬腕不亮;震動もせず、腕を上げても明るくない;不震动，抬腕不亮;No vibration, no wrist lift;不震动，抬腕不亮;不震动，抬腕不亮
m490;屏。是否开启？;屏。是否開啟？;スクリーン。オンにしますか。;屏。是否开启？;Screen. Is it on?;屏。是否开启？;屏。是否开启？
m491;吸气;吸氣;きゅうき;吸气;Inhale;吸气;吸气
m492;呼气;呼氣;呼気;呼气;Exhale;呼气;呼气
m493;高度计;高度計;高度計;高度计;Altimeter;高度计;高度计
m494;米;米;米;米;Meter;米;米
m495;00:00;00:00;00:00;00:00;00:00;00:00;00:00
m496;12:00;12:00;12:00;12:00;12:00;12:00;12:00
m497;24:00;24:00;24:00;24:00;24:00;24:00;24:00
m498;气压计;氣壓計;気圧計;气压计;barometer;气压计;气压计
m499;百帕;百帕;ヘクトパスカル;百帕;hPa;百帕;百帕
m500;温度：;溫度：;温度：;温度：;Temperature:;温度：;温度：
m501;湿度：;濕度：;湿度：;湿度：;Humidity:;湿度：;湿度：
m502;风向：;風向：;風向き：;风向：;Wind direction:;风向：;风向：
m503;风力：;風力：;風力：;风力：;Wind power:;风力：;风力：
m504;更新时间：;更新時間：;更新時間：;更新时间：;Update time:;更新时间：;更新时间：
m505;无风向;無風向;風向きがない;无风向;No wind direction;无风向;无风向
m506;东;東;東;东;East;东;东
m507;南;南;南;南;South;南;南
m508;西;西;西;西;west;西;西
m509;北;北;北;北;North;北;北
m510;东南;東南;東南;东南;Southeast;东南;东南
m511;东北;東北;東北;东北;Northeast China;东北;东北
m512;西北;西北;北西;西北;Northwest;西北;西北
m513;西南;西南;南西;西南;Southwest;西南;西南
m514;不定;不定;不定;不定;Indefinite;不定;不定
m515;晴;晴;晴れる;晴;Sunny;晴;晴
m516;少云;少雲;しょううん;少云;Shaoyun;少云;少云
m517;晴间多云;晴間多雲;晴れ間曇り;晴间多云;Sunny and cloudy;晴间多云;晴间多云
m518;多云;多雲;曇り;多云;Cloudy;多云;多云
m519;阴;陰;曇る;阴;cloudy;阴;阴
m520;有风;有風;風が吹く;有风;There is wind;有风;有风
m521;平静;平靜;平穏;平静;Calm;平静;平静
m522;大风;大風;大風;大风;Gale;大风;大风
m523;飓风;颶風;ハリケーン;飓风;Hurricane;飓风;飓风
m524;风暴;風暴;あらし;风暴;Storm;风暴;风暴
m525;霾;霾;煙霧;霾;haze;霾;霾
m526;阵雨;陣雨;にわか雨;阵雨;Showers;阵雨;阵雨
m527;雷阵雨;雷陣雨;夕立;雷阵雨;Thundershower;雷阵雨;雷阵雨
m528;雷阵雨并伴有冰雹;雷陣雨並伴有冰雹;雹を伴う夕立;雷阵雨并伴有冰雹;Thunderstorms with hail;雷阵雨并伴有冰雹;雷阵雨并伴有冰雹
m529;小雨;小雨;小雨;小雨;Light rain;小雨;小雨
m530;中雨;中雨;中雨;中雨;Moderate rain;中雨;中雨
m531;大雨;大雨;大雨;大雨;Heavy rain;大雨;大雨
m532;暴雨;暴雨;豪雨;暴雨;Heavy rain;暴雨;暴雨
m533;大暴雨;大暴雨;豪雨;大暴雨;Heavy rain;大暴雨;大暴雨
m534;特大暴雨;特大暴雨;ゲリラ豪雨;特大暴雨;Extraordinary torrential rain;特大暴雨;特大暴雨
m535;强阵雨;強陣雨;にわか雨;强阵雨;Strong showers;强阵雨;强阵雨
m536;强雷阵雨;強雷陣雨;雷雨;强雷阵雨;Strong thunderstorm;强雷阵雨;强雷阵雨
m537;极端阵雨;極端陣雨;極端なにわか雨;极端阵雨;Extreme showers;极端阵雨;极端阵雨
m538;雨夹雪;雨夾雪;みぞれ;雨夹雪;sleet;雨夹雪;雨夹雪
m539;雪;雪;雪;雪;Snow;雪;雪
m540;阵雪;陣雪;陣雪;阵雪;Snow showers;阵雪;阵雪
m541;小雪;小雪;小雪;小雪;Light snow;小雪;小雪
m542;中雪;中雪;中雪;中雪;Medium snow;中雪;中雪
m543;大雪;大雪;大雪;大雪;Heavy snow;大雪;大雪
m544;暴雪;暴雪;豪雪;暴雪;Blizzard;暴雪;暴雪
m545;浮尘;浮塵;浮塵;浮尘;Floating dust;浮尘;浮尘
m546;扬沙;揚沙;揚沙;扬沙;Yangsha;扬沙;扬沙
m547;沙尘暴;沙塵暴;黄砂;沙尘暴;Sandstorm;沙尘暴;沙尘暴
m548;强沙尘暴;強沙塵暴;大砂嵐;强沙尘暴;Strong sandstorm;强沙尘暴;强沙尘暴
m549;龙卷风;龍捲風;竜巻;龙卷风;Tornado;龙卷风;龙卷风
m550;雾;霧;霧;雾;fog;雾;雾
m551;热;熱;ねつ;热;hot;热;热
m552;冷;冷;冷たい;冷;cold;冷;冷
m553;未知;未知;不明;未知;Unknown;未知;未知
m554;静音模式开启后，来电、;靜音模式開啟後，來電、;サイレントモードをオンにすると、着信、;静音模式开启后，来电、;After the mute mode is turned on, the incoming call,;静音模式开启后，来电、;静音模式开启后，来电、
m555;闹钟、通知、计时器;鬧鐘、通知、計時器;目覚まし時計、通知、タイマー;闹钟、通知、计时器;Alarm clock, notification, timer;闹钟、通知、计时器;闹钟、通知、计时器
m556;无铃声提醒。;無鈴聲提醒。;アラームなし。;无铃声提醒。;No bell reminder.;无铃声提醒。;无铃声提醒。
m557;智能闹钟;智能鬧鐘;スマート目覚まし時計;智能闹钟;Smart alarm clock;智能闹钟;智能闹钟
m558;锻炼;鍛煉;鍛える;锻炼;Exercise;锻炼;锻炼
m559;锻炼记录;鍛煉記錄;運動記録;锻炼记录;Exercise record;锻炼记录;锻炼记录
m560;训练状态;訓練狀態;訓練状態;训练状态;Training status;训练状态;训练状态
m561;心率;心率;心拍数;心率;Heart rate;心率;心率
m562;血氧饱和度;血氧飽和度;酸素飽和度;血氧饱和度;Blood oxygen saturation;血氧饱和度;血氧饱和度
m563;活动记录;活動記錄;活動記録;活动记录;Activity record;活动记录;活动记录
m564;睡眠;睡眠;すいみん;睡眠;Sleep;睡眠;睡眠
m565;压力;壓力;圧力;压力;Pressure;压力;压力
m566;呼吸训练;呼吸訓練;呼吸訓練;呼吸训练;Breathing training;呼吸训练;呼吸训练
m567;通话记录;通話記錄;通話記録;通话记录;Call log;通话记录;通话记录
m568;常用联系人;常用聯繫人;一般的な連絡先;常用联系人;Common contacts;常用联系人;常用联系人
m569;音乐;音樂;音楽;音乐;Music;音乐;音乐
m570;海拔气压计;海拔氣壓計;高度気圧計;海拔气压计;Altitude barometer;海拔气压计;海拔气压计
m571;指南计;指南計;ガイドメータ;指南计;Guidebook;指南计;指南计
m572;信息;資訊;情報;信息;Information;信息;信息
m573;天气;天氣;天気;天气;Weather;天气;天气
m574;卡包;卡包;カードケース;卡包;Card Pack;卡包;卡包
m575;支付宝;支付寶;支付宝;支付宝;Alipay;支付宝;支付宝
m576;秒表;碼錶;ストップウォッチ;秒表;Stopwatch;秒表;秒表
m577;计时器;計時器;タイマー;计时器;Timer;计时器;计时器
m578;闹钟;鬧鐘;目覚まし時計;闹钟;Alarm clock;闹钟;闹钟
m579;手电筒;手電筒;懐中電灯;手电筒;Flashlight;手电筒;手电筒
m580;找手机;找手機;携帯電話を探す;找手机;Looking for a cell phone;找手机;找手机
m581;PC模式;PC模式;PCモード;PC模式;PC mode;PC模式;PC模式
m582;界面风格;介面風格;インターフェイススタイル;界面风格;Interface style;界面风格;界面风格
m583;垂直列表;垂直列表;垂直リスト;垂直列表;Vertical list;垂直列表;垂直列表
m584;矩阵列表;矩陣列表;マトリックスリスト;矩阵列表;Matrix list;矩阵列表;矩阵列表
m585;满天星;滿天星;満天の星;满天星;Gypsophila;满天星;满天星
m586;静息;靜息;安静;静息;Rest;静息;静息
m587;极限;極限;極限;极限;Limit;极限;极限
m588;无氧耐力;無氧耐力;むさんそたいきゅうりょく;无氧耐力;Anaerobic endurance;无氧耐力;无氧耐力
m589;有氧耐力;有氧耐力;有酸素持久力;有氧耐力;Anaerobic endurance;有氧耐力;有氧耐力
m590;燃脂;燃脂;ねんしょうグリース;燃脂;Fat Burning;燃脂;燃脂
m591;热身;熱身;ウォーミングアップ;热身;Warm-up;热身;热身
m592;分钟;分鐘;分;分钟;Minutes;分钟;分钟
m593;心率区间;心率區間;心拍区間;心率区间;Heart rate interval;心率区间;心率区间
m594;50;51;50.000000;53;54;55;56
m595;100;101;100.000000;103;104;105;106
m596;150;151;150.000000;153;154;155;156
m597;200;201;202.000000;203;204;205;206
m598;血氧饱和度 >;血氧飽和度 >;＜血中酸素飽和度＞;血氧饱和度 >;Blood oxygen saturation >;血氧饱和度 >;血氧饱和度 >
m599;心率(bpm);心率(bpm);心拍数(bpm);心率(bpm);Heart rate (bpm);心率(bpm);心率(bpm)
m600;正在测量;正在測量;測定中;正在测量;Measuring;正在测量;正在测量
m601;再次测量;再次測量;再測定;再次测量;Measure again;再次测量;再次测量
m602;血氧测量中;血氧測量中;血液酸素測定中;血氧测量中;In blood oxygen measurement;血氧测量中;血氧测量中
m603;请保持静止;請保持靜止;じっとしていてください;请保持静止;Please remain still;请保持静止;请保持静止
m604;请佩戴手表测量;請佩戴手錶測量;腕時計を身につけて測定してください;请佩戴手表测量;Please wear a watch for measurement.;请佩戴手表测量;请佩戴手表测量
m605;请偏紧佩戴，屏幕;請偏緊佩戴，螢幕;しっかりつけて、画面を上にして、静止してください。;请偏紧佩戴，屏幕;Please wear it tightly ;请偏紧佩戴，屏幕;请偏紧佩戴，屏幕
m606; 检测到跌倒; 檢測到跌倒;転倒を検知して10秒後に緊急救助を呼びかける; 检测到跌倒; An emergency call for help ; 检测到跌倒; 检测到跌倒
m607; 久坐一小时了; 久坐一小時了;1時間座ってるから起きて運動しよう; 久坐一小时了; Sitting for an hour, get up and exercise; 久坐一小时了; 久坐一小时了
m608;心率曲线;心率曲線;心拍曲線;心率曲线;Heart rate curve;心率曲线;心率曲线
m609;平均;平均;平均;平均;Average;平均;平均
m610;次/分;次/分;サブ/サブ;次/分;Times/minute;次/分;次/分
m611;震动设置;震動設置;振動設定;震动设置;Vibration setting;震动设置;震动设置
m612;是否确认修改语言;是否確認修改語言;言語の変更を確認するかどうか;是否确认修改语言;Whether to confirm the language modification;是否确认修改语言;是否确认修改语言
m613;选择;選擇;選択;选择;Selection;选择;选择
m614;配速;配速;そくどを合わせる;配速;pace;配速;配速
m615;步频;步頻;ステップしゅうはすう;步频;stride frequency;步频;步频
m616;数据不足;數據不足;データ不足;数据不足;The data is not enough;数据不足;数据不足
m617;需要一周锻炼记录;需要一周鍛煉記錄;1週間の運動記録が必要だ;需要一周锻炼记录;A weekly exercise log is required;需要一周锻炼记录;需要一周锻炼记录
m618;体能;體能;体力;体能;physical;体能;体能
m619;负荷;負荷;荷重;负荷;Exercise load;负荷;负荷
m620;恢复时间;恢復時間;かいふくじかん;恢复时间;Exercise recovery time;恢复时间;恢复时间
m621;可正常训练;可正常訓練;正常に訓練することができる;可正常训练;Trainable;可正常训练;可正常训练
m622;训练负荷;訓練負荷;訓練負荷;训练负荷;The training load;训练负荷;训练负荷
m623;无值;無值;値なし;无值;A null value;无值;无值
m624;最近7天;最近7天;過去7日間;最近7天;In recent 7 days;最近7天;最近7天
m625;最大摄氧量;最大攝氧量;最大酸素摂取量;最大摄氧量;Maximal oxygen uptake;最大摄氧量;最大摄氧量
m626;通过户外跑步获取该值;通過戶外跑步獲得該值;屋外でのランニングで値を取得;通过户外跑步获取该值;Get this value by running outdoors;通过户外跑步获取该值;通过户外跑步获取该值
m627;不建议继续训练;不建議繼續訓練;トレーニングの継続はお勧めしません;不建议继续训练;Further training is not recommended;不建议继续训练;不建议继续训练
m628;跑步课程;跑步課程;ランニングコース;跑步课程;Running course;跑步课程;跑步课程
m629;跑走结合初级;跑走結合初級;走歩結合初級;跑走结合初级;Run and walk with beginner;跑走结合初级;跑走结合初级
m630;跑走结合进阶;跑走結合進階;走れ走れステップアップ;跑走结合进阶;Run and walk combined with advance;跑走结合进阶;跑走结合进阶
m631;轻松慢跑;輕鬆慢跑;軽快なジョギング;轻松慢跑;Easy jogging;轻松慢跑;轻松慢跑
m632;轻松燃脂跑;輕鬆燃脂跑;軽快に脂肪を燃やして走る;轻松燃脂跑;Easily burn fat run;轻松燃脂跑;轻松燃脂跑
m633;强化燃脂跑;强化燃脂跑;強化グリースラン;强化燃脂跑;Strengthen fat burning run;强化燃脂跑;强化燃脂跑
m634;MIIT燃脂跑;MIIT燃脂跑;MIIT燃焼脂走;MIIT燃脂跑;MIIT Burning fat to run;MIIT燃脂跑;MIIT燃脂跑
m635;MAF180初级;MAF180初級;MAF180初級;MAF180初级;MAF180 with beginner;MAF180初级;MAF180初级
m636;MAF180进阶;MAF180進階;MAF180ステップアップ;MAF180进阶;MAF180 with advance;MAF180进阶;MAF180进阶
m637;有氧耐力跑;有氧耐力跑;有酸素持久走;有氧耐力跑;Aerobic endurance running;有氧耐力跑;有氧耐力跑
m638;LSD长距离慢跑;LSD長距離慢跑;LSD長距離ジョギング;LSD长距离慢跑;LSD Long jog;LSD长距离慢跑;LSD长距离慢跑
m639;乳酸门槛跑;乳酸門檻跑;乳酸敷居走;乳酸门槛跑;Lactate threshold running;乳酸门槛跑;乳酸门槛跑
m640;分段跑初级;分段跑初級;セグメンテーション初級;分段跑初级;Piecewise run with beginner;分段跑初级;分段跑初级
m641;分段跑进阶;分段跑進階;ステップアップ;分段跑进阶;Piecewise run with advance;分段跑进阶;分段跑进阶
m642;22分钟;22分鐘;22分;22分钟;22minutes;22分钟;22分钟
m643;25分钟;25分鐘;25分;25分钟;25minutes;25分钟;25分钟
m644;26分钟;26分鐘;26分;26分钟;26minutes;26分钟;26分钟
m645;27分钟;27分鐘;27分;27分钟;27minutes;27分钟;27分钟
m646;28分钟;28分鐘;28分;28分钟;28minutes;28分钟;28分钟
m647;30分钟;30分鐘;30分;30分钟;30minutes;30分钟;30分钟
m648;36分钟;36分鐘;36分;36分钟;36minutes;36分钟;36分钟
m649;37分钟;37分鐘;37分;37分钟;37minutes;37分钟;37分钟
m650;46分钟;46分鐘;46分;46分钟;46minutes;46分钟;46分钟
m651;66分钟;66分鐘;66分;66分钟;66minutes;66分钟;66分钟
m652;运动记录过少，;運動記錄過少，;運動記録が少ないので、運動を再開してください;运动记录过少，;Too little movement was recorded,;运动记录过少，;运动记录过少，
m653;运动时间过长，;運動時間過長，;運動時間が長すぎるので、ひとまず休んでください;运动时间过长，;Exercise for too long,;运动时间过长，;运动时间过长，
m654;请打开APP查看详情;請打開APP查看詳情;詳細を表示するには、APPを開いてください;请打开APP查看详情;Please open the APP for details;请打开APP查看详情;请打开APP查看详情
m655;睡眠得分;睡眠得分;睡眠スコア;睡眠得分;Sleep score;睡眠得分;睡眠得分
m656;深睡比例;深睡比例;深寝率;深睡比例;Proportion of deep sleep;深睡比例;深睡比例
m657;浅睡比例;浅睡比例;浅い眠りの割合;浅睡比例;Proportion of shallow;浅睡比例;浅睡比例
m658;rem比例;rem比例;remスケール;rem比例;Proportion of rem sleep;rem比例;rem比例
m659;未更新;未更新;更新されていません;未更新;Not updated;未更新;未更新
m660;偏低;偏低;低位;偏低;On the low side;偏低;偏低
m661;正常;正常;ノーマル;正常;NORMAL;正常;正常
m662;偏高;偏高;高め;偏高;On the high side;偏高;偏高
m663;睡眠连续性;睡眠連續性;スリープコンティニュイティ;睡眠连续性;Continuous sleep;睡眠连续性;睡眠连续性
m664;分;分;分;分;Score;分;分
m665;超过卡片数量上限;超過卡片數量上限;カード数の上限を超えました;超过卡片数量上限;The number of cards exceeds the upper limit;超过卡片数量上限;超过卡片数量上限;;;;;;;;;;;;;;;
m666;记录保存中;記錄保存中;レコード保存中;记录保存中;Record saving;记录保存中;记录保存中;;;;;;;;;;;;;;;
m667;当前实时心率：;當前實時心率：;現在のリアルタイム心拍数：設定心拍数を超えています：呼吸を調整してください。もし不調があったら診察を受けてください！;当前实时心率：;Current real-time heart rate:;当前实时心率：;当前实时心率：;;;;;;;;;;;;;;;
m668;蓝牙设置;藍牙設置;Bluetooth設定;蓝牙设置;The bluetooth Settings;蓝牙设置;蓝牙设置;;;;;;;;;;;;;;;
m669;经典蓝牙;經典藍牙;クラシックBluetooth;经典蓝牙;Classic bluetooth;经典蓝牙;经典蓝牙;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
